"","result.all"
"DEN versus all",0.960873983739837
"NYC versus all",0.946249402771142
"SAC versus all",0.986570247933884
"BAL versus all",0.890243902439024
"MIN versus all",0.972010178117048
"SAN versus all",0.87862950058072
"+ DEN NYC +",0.995227995758218
"+ DEN SAC +",0.989329268292683
"+ DEN BAL +",0.951219512195122
"+ DEN MIN +",1
"+ DEN SAN +",0.89198606271777
"+ NYC SAC +",0.995923913043478
"+ NYC BAL +",0.928571428571429
"+ NYC MIN +",0.927536231884058
"+ NYC SAN +",0.982919254658385
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.915178571428571
"+ BAL MIN +",1
"+ BAL SAN +",0.923469387755102
"+ MIN SAN +",1
