"","result.all"
"DEN versus all",0.948805894308943
"NYC versus all",0.957716196846632
"SAC versus all",0.982696280991736
"BAL versus all",0.918118466898955
"MIN versus all",0.980916030534351
"SAN versus all",0.875435540069686
"+ DEN NYC +",0.994167550371156
"+ DEN SAC +",0.989329268292683
"+ DEN BAL +",0.926829268292683
"+ DEN MIN +",1
"+ DEN SAN +",0.867595818815331
"+ NYC SAC +",1
"+ NYC BAL +",0.933229813664596
"+ NYC MIN +",0.931159420289855
"+ NYC SAN +",0.976708074534162
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.941964285714286
"+ BAL MIN +",0.988095238095238
"+ BAL SAN +",0.877551020408163
"+ MIN SAN +",0.94047619047619
