"","result.all"
"DEN versus all",0.962906504065041
"NYC versus all",0.942904921165791
"SAC versus all",0.987603305785124
"BAL versus all",0.926829268292683
"MIN versus all",0.923027989821883
"SAN versus all",0.868757259001161
"+ DEN NYC +",0.994167550371156
"+ DEN SAC +",0.995426829268293
"+ DEN BAL +",0.940766550522648
"+ DEN MIN +",1
"+ DEN SAN +",0.871080139372822
"+ NYC SAC +",1
"+ NYC BAL +",0.933229813664596
"+ NYC MIN +",0.945652173913043
"+ NYC SAN +",0.975155279503106
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.928571428571429
"+ BAL MIN +",1
"+ BAL SAN +",0.938775510204082
"+ MIN SAN +",0.964285714285714
