"","result.all"
"DEN versus all",0.927591463414634
"NYC versus all",0.95843287147635
"SAC versus all",0.56301652892562
"BAL versus all",0.867595818815331
"MIN versus all",0.979643765903308
"SAN versus all",0.853658536585366
"+ DEN NYC +",0.994697773064687
"+ DEN SAC +",0.980182926829268
"+ DEN BAL +",0.85801393728223
"+ DEN MIN +",1
"+ DEN SAN +",0.822299651567944
"+ NYC SAC +",0.971467391304348
"+ NYC BAL +",0.927018633540373
"+ NYC MIN +",0.967391304347826
"+ NYC SAN +",0.982919254658385
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.924107142857143
"+ BAL MIN +",1
"+ BAL SAN +",0.887755102040816
"+ MIN SAN +",0.928571428571429
