"","result.all"
"DEN versus all",0.949059959349594
"NYC versus all",0.941113234591495
"SAC versus all",0.529442148760331
"BAL versus all",0.890243902439024
"MIN versus all",0.960559796437659
"SAN versus all",0.876887340301974
"+ DEN NYC +",0.995227995758218
"+ DEN SAC +",0.984756097560976
"+ DEN BAL +",0.90418118466899
"+ DEN MIN +",1
"+ DEN SAN +",0.844947735191638
"+ NYC SAC +",0.998641304347826
"+ NYC BAL +",0.903726708074534
"+ NYC MIN +",0.967391304347826
"+ NYC SAN +",0.981366459627329
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.928571428571429
"+ BAL MIN +",1
"+ BAL SAN +",0.897959183673469
"+ MIN SAN +",0.880952380952381
