"","result.all"
"DEN versus all",0.848069105691057
"NYC versus all",0.956760630673674
"SAC versus all",0.5
"BAL versus all",0.83739837398374
"MIN versus all",0.932569974554707
"SAN versus all",0.867015098722416
"+ DEN NYC +",0.969777306468717
"+ DEN SAC +",0.964939024390244
"+ DEN BAL +",0.858885017421603
"+ DEN MIN +",1
"+ DEN SAN +",0.853658536585366
"+ NYC SAC +",0.963315217391304
"+ NYC BAL +",0.933229813664596
"+ NYC MIN +",0.938405797101449
"+ NYC SAN +",0.954968944099379
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.84375
"+ BAL MIN +",0.928571428571429
"+ BAL SAN +",0.918367346938776
"+ MIN SAN +",0.916666666666667
