"","result.all"
"DEN versus all",0.952235772357724
"NYC versus all",0.924749163879599
"SAC versus all",0.986053719008264
"BAL versus all",0.916376306620209
"MIN versus all",0.94147582697201
"SAN versus all",0.896051103368177
"+ DEN NYC +",0.99575821845175
"+ DEN SAC +",0.995426829268293
"+ DEN BAL +",0.940766550522648
"+ DEN MIN +",1
"+ DEN SAN +",0.885017421602788
"+ NYC SAC +",1
"+ NYC BAL +",0.920807453416149
"+ NYC MIN +",0.942028985507246
"+ NYC SAN +",0.976708074534162
"+ SAC BAL +",1
"+ SAC MIN +",0.979166666666667
"+ SAC SAN +",0.930803571428572
"+ BAL MIN +",0.976190476190476
"+ BAL SAN +",0.928571428571429
"+ MIN SAN +",0.964285714285714
