"","result.all"
"DEN versus all",0.966717479674797
"NYC versus all",0.94696607740086
"SAC versus all",0.985020661157025
"BAL versus all",0.872241579558653
"MIN versus all",0.978371501272265
"SAN versus all",0.905923344947735
"+ DEN NYC +",0.994167550371156
"+ DEN SAC +",0.989329268292683
"+ DEN BAL +",0.952090592334495
"+ DEN MIN +",1
"+ DEN SAN +",0.89198606271777
"+ NYC SAC +",0.997282608695652
"+ NYC BAL +",0.923913043478261
"+ NYC MIN +",0.938405797101449
"+ NYC SAN +",0.981366459627329
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.924107142857143
"+ BAL MIN +",0.988095238095238
"+ BAL SAN +",0.928571428571429
"+ MIN SAN +",0.976190476190476
