"","result.all"
"DEN versus all",0.970274390243902
"NYC versus all",0.948160535117057
"SAC versus all",0.974690082644628
"BAL versus all",0.914053426248548
"MIN versus all",0.956743002544529
"SAN versus all",0.891405342624855
"+ DEN NYC +",0.995227995758218
"+ DEN SAC +",0.990853658536585
"+ DEN BAL +",0.942508710801394
"+ DEN MIN +",1
"+ DEN SAN +",0.869337979094077
"+ NYC SAC +",0.994565217391304
"+ NYC BAL +",0.93944099378882
"+ NYC MIN +",0.952898550724638
"+ NYC SAN +",0.968944099378882
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.950892857142857
"+ BAL MIN +",1
"+ BAL SAN +",0.928571428571429
"+ MIN SAN +",0.964285714285714
