"","result.all"
"DEN versus all",0.919969512195122
"NYC versus all",0.941471571906355
"SAC versus all",0.5
"BAL versus all",0.879790940766551
"MIN versus all",0.959287531806616
"SAN versus all",0.874854819976771
"+ DEN NYC +",0.99575821845175
"+ DEN SAC +",0.978658536585366
"+ DEN BAL +",0.928571428571429
"+ DEN MIN +",1
"+ DEN SAN +",0.829268292682927
"+ NYC SAC +",0.998641304347826
"+ NYC BAL +",0.863354037267081
"+ NYC MIN +",0.967391304347826
"+ NYC SAN +",0.958074534161491
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.928571428571429
"+ BAL MIN +",1
"+ BAL SAN +",0.892857142857143
"+ MIN SAN +",0.892857142857143
