"","result.all"
"DEN versus all",0.922256097560976
"NYC versus all",0.926779741997133
"SAC versus all",0.5
"BAL versus all",0.889082462253194
"MIN versus all",0.93765903307888
"SAN versus all",0.842044134727062
"+ DEN NYC +",0.992046659597031
"+ DEN SAC +",0.989329268292683
"+ DEN BAL +",0.952961672473868
"+ DEN MIN +",1
"+ DEN SAN +",0.815331010452962
"+ NYC SAC +",0.96875
"+ NYC BAL +",0.875776397515528
"+ NYC MIN +",0.963768115942029
"+ NYC SAN +",0.975155279503106
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.825892857142857
"+ BAL MIN +",1
"+ BAL SAN +",0.897959183673469
"+ MIN SAN +",0.880952380952381
