"","result.all"
"DEN versus all",0.917936991869919
"NYC versus all",0.95078834209269
"SAC versus all",0.5
"BAL versus all",0.907665505226481
"MIN versus all",0.963104325699746
"SAN versus all",0.885598141695703
"+ DEN NYC +",0.995227995758218
"+ DEN SAC +",0.977134146341463
"+ DEN BAL +",0.954703832752613
"+ DEN MIN +",1
"+ DEN SAN +",0.831010452961672
"+ NYC SAC +",0.96875
"+ NYC BAL +",0.863354037267081
"+ NYC MIN +",0.963768115942029
"+ NYC SAN +",0.989130434782609
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.941964285714286
"+ BAL MIN +",1
"+ BAL SAN +",0.923469387755102
"+ MIN SAN +",0.928571428571429
