"","result.all"
"DEN versus all",0.921747967479675
"NYC versus all",0.960105112279025
"SAC versus all",0.583935950413223
"BAL versus all",0.868176538908246
"MIN versus all",0.977099236641221
"SAN versus all",0.857723577235772
"+ DEN NYC +",0.994697773064687
"+ DEN SAC +",0.980182926829268
"+ DEN BAL +",0.886759581881533
"+ DEN MIN +",1
"+ DEN SAN +",0.846689895470383
"+ NYC SAC +",0.997282608695652
"+ NYC BAL +",0.920807453416149
"+ NYC MIN +",0.967391304347826
"+ NYC SAN +",0.961180124223602
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.941964285714286
"+ BAL MIN +",0.976190476190476
"+ BAL SAN +",0.892857142857143
"+ MIN SAN +",0.916666666666667
