"","result.all"
"DEN versus all",0.953252032520325
"NYC versus all",0.922599139990444
"SAC versus all",0.983471074380165
"BAL versus all",0.914053426248548
"MIN versus all",0.89440203562341
"SAN versus all",0.854239256678281
"+ DEN NYC +",0.994167550371156
"+ DEN SAC +",0.996951219512195
"+ DEN BAL +",0.942508710801394
"+ DEN MIN +",1
"+ DEN SAN +",0.890243902439024
"+ NYC SAC +",1
"+ NYC BAL +",0.928571428571429
"+ NYC MIN +",0.949275362318841
"+ NYC SAN +",0.978260869565217
"+ SAC BAL +",1
"+ SAC MIN +",0.989583333333333
"+ SAC SAN +",0.930803571428572
"+ BAL MIN +",0.976190476190476
"+ BAL SAN +",0.928571428571429
"+ MIN SAN +",0.976190476190476
