"","result.all"
"DEN versus all",0.952743902439024
"NYC versus all",0.959388437649307
"SAC versus all",0.983987603305785
"BAL versus all",0.898373983739837
"MIN versus all",0.975826972010178
"SAN versus all",0.869918699186992
"+ DEN NYC +",0.994697773064687
"+ DEN SAC +",0.989329268292683
"+ DEN BAL +",0.933797909407665
"+ DEN MIN +",1
"+ DEN SAN +",0.869337979094077
"+ NYC SAC +",1
"+ NYC BAL +",0.928571428571429
"+ NYC MIN +",0.931159420289855
"+ NYC SAN +",0.97360248447205
"+ SAC BAL +",1
"+ SAC MIN +",0.989583333333333
"+ SAC SAN +",0.946428571428571
"+ BAL MIN +",1
"+ BAL SAN +",0.903061224489796
"+ MIN SAN +",0.952380952380952
