"","result.all"
"DEN versus all",0.961890243902439
"NYC versus all",0.942307692307692
"SAC versus all",0.989152892561983
"BAL versus all",0.916957026713124
"MIN versus all",0.931297709923664
"SAN versus all",0.882984901277584
"+ DEN NYC +",0.993637327677625
"+ DEN SAC +",0.99390243902439
"+ DEN BAL +",0.942508710801394
"+ DEN MIN +",1
"+ DEN SAN +",0.886759581881533
"+ NYC SAC +",1
"+ NYC BAL +",0.930124223602484
"+ NYC MIN +",0.945652173913044
"+ NYC SAN +",0.970496894409938
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.928571428571429
"+ BAL MIN +",1
"+ BAL SAN +",0.918367346938776
"+ MIN SAN +",0.952380952380952
