"","result.all"
"DEN versus all",0.939024390243902
"NYC versus all",0.958791208791209
"SAC versus all",0.988119834710744
"BAL versus all",0.869918699186992
"MIN versus all",0.954198473282443
"SAN versus all",0.886759581881533
"+ DEN NYC +",0.998409331919406
"+ DEN SAC +",0.996951219512195
"+ DEN BAL +",0.92595818815331
"+ DEN MIN +",0.995934959349593
"+ DEN SAN +",0.916376306620209
"+ NYC SAC +",1
"+ NYC BAL +",0.891304347826087
"+ NYC MIN +",0.931159420289855
"+ NYC SAN +",0.987577639751553
"+ SAC BAL +",1
"+ SAC MIN +",1
"+ SAC SAN +",0.935267857142857
"+ BAL MIN +",1
"+ BAL SAN +",0.918367346938776
"+ MIN SAN +",0.976190476190476
